Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
walking-tall,Walking Tall,<p>Experience this high-definition presentation of a modern action classic featuring crisp visuals and immersive audio quality. This physical disc includes behind-the-scenes bonus content and director commentary that provides a deeper look into the making of the film. It is a must-have addition for collectors who enjoy intense performances and gripping justice-driven storytelling.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue_Genre_Needed, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWAL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781746490306_bb774abf-ae53-4099-984c-ca82020e0b13.jpg?v=1788285103,1,191-BLRWAL-50-001A,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
drive-angry,Drive Angry,"<p>Milton is a hardened felon who has broken out of Hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. He joins forces with a sexy, tough-as-nails waitress, who's also seeking redemption of her own. Caught in a deadly race against time, Milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDRI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781746427284_6cdaeef7-7190-42e0-bdd6-475a5c5f4bf1.jpg?v=1788285102,1,191-BLRDRI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
copshop,COPSHOP,"<p>On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRCOP-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781746362200.jpg?v=1788285101,1,191-BLRCOP-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
kick-ass-2,Kick-Ass 2,"<p>After Kick-Ass' insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKCK-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781746274160.jpg?v=1788285099,1,191-BLRKCK-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
assassination-nation,Assassination Nation,"<p>After an anonymous hacker begins leaking the private data of thousands living in a small American town, the townspeople spiral into madness, with four high school seniors at the center of the maelstrom.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRASS-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781746210332.jpg?v=1788285098,1,191-BLRASS-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
warlock-collection-3-film-set,Warlock Collection 3-Film Set,"<p>This collection gathers the Warlock films, beginning with the 1989 supernatural horror film about a warlock who travels forward in time from 17th-century Boston to modern Los Angeles, pursued by a witch hunter determined to stop him.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWRL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Warlocksands.jpg?v=1788285096,1,191-BLRWRL-50-001A,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
triple-9,Triple 9,<p>A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTRI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781746054195.jpg?v=1788285095,1,191-BLRTRI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
kill-bill-vol-2,Kill Bill Vol. 2,"<p>The Bride unwaveringly continues on her roaring rampage of revenge against the band of assassins who had tried to kill her and her unborn child. She visits each of her former associates one-by-one, checking off the victims on her Death List Five until there's nothing left to do … but kill Bill.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRKLL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781745986575_aa9b8a47-1eb9-4318-8127-e4fdb1f8bc0b.jpg?v=1788285094,1,191-BLRKLL-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
13-assassins,13 Assassins,<p>A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,,1,deny,manual,0.00,,true,true,,,,,191-BLR13A-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781745915602.jpg?v=1788381680,1,191-BLR13A-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
executive-decision,Executive Decision,"<p>Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLREXE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781736771163_a96d9e36-91c1-480b-bc9c-98aaf3b30501.jpg?v=1788285092,1,191-BLREXE-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
white-house-down,White House Down,"<p>Capitol Policeman John Cale has just been denied his dream job with the Secret Service protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWHI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781736708761_a4c88ebb-b0ab-473c-91c4-dd46fe418a73.jpg?v=1788285091,1,191-BLRWHI-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
double-salvation-2-pack-priest-legion,Double Salvation 2-Pack (Priest / Legion),"<p>This double feature pairs Priest (2011) and Legion (2010), two supernatural action films pitting warriors against apocalyptic forces of demons and fallen angels.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDOU-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781736643720_87e58fdb-c0eb-459e-b0b9-43f7fdd6a70e.jpg?v=1788285090,1,191-BLRDOU-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
speed,Speed,"<p>This high-definition physical media release offers superior picture and sound quality for an immersive cinematic experience at home. It features a heart-pounding action narrative set on a city bus, complete with thrilling stunts and suspenseful performances that look stunning in high resolution. This disc is an essential addition for fans of classic nineties blockbusters and collectors of high-speed thriller cinema.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRSPD-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781736397687.jpg?v=1781746624,1,191-BLRSPD-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
the-transporter,The Transporter,"<p>Former Special Forces officer Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTHR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781729256630.jpg?v=1788285088,1,191-BLRTHR-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
transporter-2,Transporter 2,"<p>Professional driver, and former Special Forces officer, Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policy director and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTR2-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781729142917.jpg?v=1788285087,1,191-BLRTR2-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
transporter-3-2-disc-fully-loaded-edition,Transporter 3 (2-Disc Fully Loaded Edition),"<p>Transporter 3 is a 2008 action film in which professional driver and courier Frank Martin is coerced into transporting a valuable cargo across Europe, with a bomb bracelet ensuring he stays close to his car.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRTRN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Transporter_3_poster.jpg?v=1788285085,1,191-BLRTRN-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
bad-boys-for-life,Bad Boys for Life,"<p>Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBAD-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781729039986.jpg?v=1788285084,1,191-BLRBAD-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
new-years-eve,New Year's Eve,<p>The lives of several couples and singles in New York intertwine over the course of New Year's Eve.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRNEW-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728782772.jpg?v=1788285083,1,191-BLRNEW-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
clerks,Clerks,<p>Enjoy this cult classic indie comedy in high definition with enhanced visuals and crisp audio that bring the quick-witted dialogue to life. This disc includes a wealth of behind-the-scenes bonus features and filmmaker commentaries that offer a deep dive into the making of a low-budget cinematic masterpiece. It is a must-have addition for collectors who appreciate influential storytelling and the charm of nineties underground cinema.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRCLR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728707992.jpg?v=1781746614,1,191-BLRCLR-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
due-date,Due Date,"<p>Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRDUE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728640455.jpg?v=1788285082,1,191-BLRDUE-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
finding-dory,Finding Dory,"<p>Experience the heartwarming underwater journey of a forgetful blue tang as she searches for her long-lost parents across the ocean. This comprehensive home media set includes high-definition discs and a digital code, allowing you to enjoy the stunning animation and beloved characters on any device. It is a perfect addition to any family collection, offering hours of vibrant entertainment and meaningful lessons about friendship and perseverance.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRFND-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728588039_cafaa8fa-3b2b-4993-8885-82acb084c865.jpg?v=1788285080,1,191-BLRFND-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
goosebumps,Goosebumps,"<p>After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGOO-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728476090.jpg?v=1788285079,1,191-BLRGOO-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
where-the-wild-things-are,Where the Wild Things Are,"<p>Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWHR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728390508.jpg?v=1788381872,1,191-BLRWHR-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
beetlejuice,Beetlejuice,<p>This high-definition physical release brings a classic supernatural comedy to life with stunning clarity and vibrant color enhancement. It features a variety of behind-the-scenes bonus content and isolated musical scores that offer fans a deeper look into the whimsical and gothic aesthetic of the film. This disc is an essential addition for collectors seeking the best possible home viewing experience for this timeless spooky favorite.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBTL-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728246362_bf561ce3-ef50-4c40-8334-a70bb59fa396.jpg?v=1788285077,1,191-BLRBTL-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
finding-nemo,Finding Nemo,"<p>Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRFIN-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728170255.jpg?v=1788285076,1,191-BLRFIN-50-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
everything-everywhere-all-at-once,Everything Everywhere All at Once,"<p>An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLREVE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781726889710.jpg?v=1788285075,1,191-BLREVE-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
braveheart,Braveheart,"<p>Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBRA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781726755527.jpg?v=1788285073,1,191-BLRBRA-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
a-star-is-born,A Star Is Born,"<p>Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRAST-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781726676753_981f7afa-35aa-4b1b-9bef-9948c57b4ce8.jpg?v=1788381697,1,191-BLRAST-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
crash,Crash,<p>This high-definition physical release offers a stunning visual and auditory experience for fans of acclaimed ensemble dramas. The disc includes the full feature film along with insightful bonus content that explores the production's complex themes and performances. It is an essential addition for any collector looking to own a pivotal piece of modern cinematic storytelling.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRCRA-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781726536434.jpg?v=1781746595,1,191-BLRCRA-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
babylon,Babylon,<p>Experience the visceral spectacle of 1920s Hollywood in stunning high definition with this premium disc release. This home media edition features vibrant color depth and crisp audio that brings the chaotic energy and technical mastery of the epic production to life. It is an essential addition for cinema enthusiasts who appreciate grand-scale storytelling and immersive behind-the-scenes bonus content.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRBAB-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781726413920.jpg?v=1781746594,1,191-BLRBAB-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
dark-waters,Dark Waters,"<p>A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDDAR-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781728069867_88bcac69-3510-49da-b218-7280266e9056.jpg?v=1788285072,1,191-DVDDAR-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
gridiron-gang,Gridiron Gang,"<p>Under the leadership of their counselor, teenagers at a juvenile detention center gain self-esteem by playing football together. Based on a true story.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGRI-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781727904078.jpg?v=1788285071,1,191-BLRGRI-50-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
officer-downe,Officer Downe,"<p>A rookie cop is tasked with shadowing Officer Downe, a no-nonsense LAPD cop with regenerative powers, as he wages an ultra-violent war against the nefarious villains of Los Angeles.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLROFF-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404952111.jpg?v=1788285070,1,191-BLROFF-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
where-the-is-santa,Where the #$&% is Santa?,"<p>In the midst of a trip to Finland to find the perfect Christmas gift for his wife, Missy, skateboarding superstar MTV personality Bam Margera is struck by inspiration to find the elusive Santa Claus.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRWHE-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404650893.jpg?v=1788381870,1,191-BLRWHE-50-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
ambulance-collectors-edition,Ambulance (Collector's Edition),"<p>This collector's edition features high-definition picture quality and immersive surround sound for a premium home theater experience. The release includes exclusive bonus content and behind-the-scenes footage that offers a deep look into the high-octane production. Packed in a specialty case, it is a must-have physical copy for fans of intense action cinema and physical media collectors.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,191-BLRAMB-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404450872.jpg?v=1781405034,1,191-BLRAMB-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
machete,Machete,"<p>After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMAC-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404797952_abc44853-31b4-4303-8f89-925e20fc4646.jpg?v=1788285068,1,191-BLRMAC-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
love-and-monsters,Love and Monsters,<p>This captivating science fiction adventure follows a young man navigating a post-apocalyptic landscape overrun by overgrown creatures to reunite with his high school sweetheart. It masterfully blends heartfelt coming-of-age storytelling with impressive visual effects and thrilling monster encounters for a unique cinematic experience. The film is a must-watch for fans of imaginative world-building and charming survival stories.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKLOV-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781404684172_4fec6b8a-bbe4-453c-b5f8-02cd19fc4d23.jpg?v=1788285067,1,191-UNKLOV-50-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,barcode too long for Libib's 15-char field (18 chars)
