Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
the-godfather-collection-dvd-rental-drama,The Godfather Collection,"<p>The Godfather Collection gathers Francis Ford Coppola's crime drama trilogy — The Godfather (1972), The Godfather Part II (1974), and The Godfather Part III (1990) — starring Marlon Brando and Al Pacino.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,83892986,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/51dn1SKnKhL._SY500.jpg?v=1788380136,1,The Godfather Collection poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
star-wars-trilogy-iv-v-vi-dvd-rental-sci-fi,"Star Wars Trilogy: IV, V, VI",,DVD,Media > Videos,,"DVD, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,83335930,,,,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active,comma-heavy title (possible cast dump or multi-title)
caged-in-triple-feature-dvd-rental-action,Cage'd In: Triple Feature,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,19763194,,,,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
warner-bros-animation-collection-dvd-rental-kids-family,Warner Bros. Animation Collection,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,19271674,,,,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
the-midnight-horror-collection-dvd-rental-horror,The Midnight Horror Collection,"<p>The Midnight Horror Collection Volume 11 is a horror movie multi-pack featuring Eric Roberts, Dennis Hopper, Stephen Lee, Lance Henriksen, and Billy Zane.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,17240058,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/61tLXHnF8jL._SX466.jpg?v=1788379937,1,The Midnight Horror Collection poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
disaster-double-feature-stormageddon-impact-event-dvd-rental-action,"Disaster Double Feature | Stormageddon, Impact Event","<p>A disaster-movie double feature pairing Stormageddon and Impact Event, two made-for-TV science fiction disaster films.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,96088826,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/91jLBAfs5hL._SY500.jpg?v=1788379855,1,"Disaster Double Feature | Stormageddon, Impact Event poster",false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
a-grand-collection-of-swaordsman-ii-dvd-rental-action,A Grand Collection of Swaordsman II,"<p>Swordsman II (also known as The Legend of the Swordsman) is a 1992 Hong Kong wuxia film loosely adapted from Jin Yong's novel The Smiling, Proud Wanderer, the second part of the Swordsman trilogy.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,20525818,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Swordsman_II.jpg?v=1788379825,1,A Grand Collection of Swaordsman II poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
south-park-bigger-longer-uncut-vhs-rental-musical,"South Park Bigger, Longer, Uncut","<p>Stan, Kyle, Cartman, and Kenny sneak into an R-rated movie, triggering an international crisis and an outrageous musical adventure.</p>",VHS,Media > Videos,,"Formatted, Musical, Rental, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,40420090,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_75194b9c-11f6-434c-8044-a01a887b7fb3.jpg?v=1788290600,1,"South Park Bigger, Longer, Uncut poster",false,,,,,,,,,,,,,musical,,,,,,,,,,,,,,,lb,,,active,comma-heavy title (possible cast dump or multi-title)
roger-corman-horror-collection-dvd-rental-horror,Roger Corman Horror Collection,"<p>Legendary filmmaker Roger Corman has directed<br>
over 50 films and produced nearly 400 more. In<br>
2010, he received an Honorary Oscar Award for his<br>
extraordinary contributions to the state of motion<br>
picture arts. Corman also helped launch the careers<br>
of such Hollywood luminaries as Jack Nicholson,<br>
Robert De Niro, Charles Bronson, Sylvester Stallone,<br>
Francis Ford Coppola, Martin Scorsese, Ron<br>
Howard, and James Cameron!</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92563194,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_7c1b18ff-e464-48c5-be99-91f1ea1c4540.jpg?v=1788290554,1,Roger Corman Horror Collection poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
shaun-of-the-dead-hot-fuzz-the-worlds-end-trilogy-bluray-rental-comedy,Shaun of the Dead / Hot Fuzz / The World's End Trilogy,"<p>A directionless electronics salesman must protect his friends and family when a zombie apocalypse overtakes London.<br>
An elite London police officer is reassigned to a quiet English village, where a string of suspicious “accidents” reveals a deadly conspiracy.<br>
Five childhood friends reunite for an epic pub crawl, only to discover their hometown has been taken over by extraterrestrials.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,92006138,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7176simLkpL._SX425_380201f8-483d-424c-a325-b956e86bdc7a.jpg?v=1788290541,1,Shaun of the Dead / Hot Fuzz / The World's End Trilogy poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
critters-4-film-collection-dvd-rental-horror,Critters 4 Film Collection,"<p>The Critters 4 Film Collection bundles all four sci-fi horror cult classics: Critters (1986), Critters 2: The Main Course (1988), Critters 3 (1991), and Critters 4 (1992).</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,12725242,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_d8d26ad5-50b5-4dc1-84be-aef152098827.jpg?v=1788290369,1,Critters 4 Film Collection poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
batman-4-film-collection-bluray-rental-action,Batman - 4 Film Collection,"<p>bundles the classic live-action films released between 1989 and 1997: Batman (1989), Batman Returns (1992), Batman Forever (1995), and Batman &amp; Robin (1997).</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,12364794,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_e9922c80-0355-4ab3-a0a0-ef2706f47b9c.jpg?v=1788290367,1,Batman - 4 Film Collection poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
the-squid-and-the-whale-running-with-scissors-bluray-rental-comedy,The Squid and the Whale / Running with Scissors,"<p>The Squid and the Whale: A pair of brothers living in Brooklyn are caught in the middle of, and deeply affected by, the divorce of their erudite parents, Bernard (Jeff Daniels) and Joan Berkman (Laura Linney). Older sibling Walt (Jesse Eisenberg) sides with dad and acts out at school, while younger brother Frank (Owen Kline) quietly backs up mom. The household tension rises further when Joan's writing career takes off and surpasses the failed ambitions of her professor ex-husband.</p>

<p>Running with Scissors: As the son of an alcoholic father and a mentally ill mother, young Augusten Burroughs faces a challenging childhood at the very least. His life takes an unexpected turn when his mother gives him to her unorthodox therapist, and the boy becomes a member of the doctor's own strange, extended family.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Comedy, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,11906042,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_c8f7ef6f-606c-4530-a03b-7f613074bb2e.jpg?v=1788290352,1,The Squid and the Whale / Running with Scissors poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
chuck-norris-triple-feature-vhs,Chuck Norris: Triple Feature,"<p>Chuck Norris began his film career in 1969 as a bit player in The Wrecking Crew. His martial arts expertise ed him to future roles and ultimately to stardom in such films as Good Guys Wear Black and A Force of One. Braddock Missing in Action III, Hero and the Terror and The Delta Force are Chuck Norris action adventures at their very best.</p>",VHS,Media > Videos,,"Action, Formatted, Rental, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,88993018,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_52d266fb-e3d3-4280-a00f-c57687b9ea92.jpg?v=1788287030,1,Chuck Norris: Triple Feature poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
3-days-of-the-condor-all-the-presidents-men-bluray,3 Days of the Condor / All The President's Men,"<p>On a seemingly ordinary day, Joe Turner (Robert Redford), a quiet CIA codebreaker, walks into his workplace and finds that all of his coworkers have been murdered. Horrified, Joe flees the scene and tries to tell his supervisors about the tragedy. Unfortunately, he soon learns that CIA higher-ups were involved in the murders. With no one to trust, and a merciless hit man (Max von Sydow) close on his tail, Joe must somehow survive long enough to figure out why his own agency wants him dead.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,36685562,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_b923521a-6082-4ba4-8b6a-f460ceef758d.jpg?v=1788286919,1,3 Days of the Condor / All The President's Men poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
puppet-master-collection-dvd,Puppet Master Collection,"<p>""The Midnight Horror Collection: Puppet Master: 1 &amp; 2 &amp; 3 (DVD) Andre Toulon"" is a horror movie collection featuring films from the Puppet Master franchise</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,34908154,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_bc37d5af-259c-4aac-a577-7cb3689b8f77.jpg?v=1788286911,1,Puppet Master Collection poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
the-magnificent-seven-collection-bluray,The Magnificent Seven Collection,<p>The Magnificent Seven Collection is a 4-movie western box set featuring the original 1960 American classic and its three direct sequels</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,67176698,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/3837787-3573794_f5dce6cc-68cd-4a16-ae97-8a52a531a417.jpg?v=1788286881,1,The Magnificent Seven Collection poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
star-wars-trilogy-box-set-iv-v-vi-dvd,"Star Wars Trilogy Box Set IV, V, VI","<p>The original Star Wars trilogy consists of A New Hope (1977), The Empire Strikes Back (1980), and Return of the Jedi (1983). It follows Luke Skywalker, Princess Leia, and Han Solo battling the Galactic Empire and features the rise of the Rebel Alliance, Luke's Jedi training, and his ultimate confrontation with Darth Vader.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,08362234,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/latest_ee670f09-f065-44f2-a462-71df560a6afd.webp?v=1788286767,1,"Star Wars Trilogy Box Set IV, V, VI poster",false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,comma-heavy title (possible cast dump or multi-title)
face-off-dvd,Face/Off,"<p>Obsessed with bringing terrorist Castor Troy (Nicolas Cage) to justice, FBI agent Sean Archer (John Travolta) tracks down Troy, who has boarded a plane in Los Angeles. After the plane crashes and Troy is severely injured, possibly dead, Archer undergoes surgery to remove his face and replace it with Troy's. As Archer tries to use his disguise to elicit information about a bomb from Troy's brother, Troy awakes from a coma and forces the doctor who performed the surgery to give him Archer's face.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,68877818,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_d0d85245-210c-4fde-bace-e4f2f94b4cf3.jpg?v=1788286701,1,Face/Off poster,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
casino-carlitos-way-dvd,Casino / Carlito's Way,"<p>CASINO: In early-1970s Las Vegas, low-level mobster Sam ""Ace"" Rothstein (Robert De Niro) gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro (Joe Pesci), his ex-hustler wife Ginger (Sharon Stone), her con-artist ex Lester Diamond (James Woods) and a handful of corrupt politicians put Sam in ever-increasing danger. Martin Scorsese directs this adaptation of Nicholas Pileggi's book.</p>

<p>CARLITO'S WAY: A free man after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld. Reconnecting with his dancer girlfriend, Gail, Carlito gets entangled in the shady dealings of his friend Dave Kleinfeld, who also serves as his lawyer. When Carlito and Kleinfeld run afoul of shifty gangster Benny Blanco, it sets them on a dangerous path.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90963706,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_45165682-bdcf-4e11-9ea5-eccf26a66c2f.jpg?v=1788280591,1,Casino / Carlito's Way poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
hostel-dvd,Hostel (DVD),"<p>Best friends Josh (Derek Richardson) and Paxton (Jay Hernandez) decide to spend the summer after college graduation on an all-out backpacking trip across Europe. While stopping in Amsterdam to indulge their tastes for drugs and sex, they meet Oli (Eythor Gudjonsson), a like-minded traveler from Iceland. When the three bachelors set off to investigate enticing rumors of a Slovakian hostel in a city populated by lusty women, they find themselves drawn unwittingly into a deadly game.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,52471290,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_e0b80dd0-9039-4301-b43f-4634a1064afc.jpg?v=1788280612,1,Hostel (DVD) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,format word embedded in title
a-serious-man-dvd,A Serious Man (DVD),"<p>Larry Gopnik (Michael Stuhlbarg) is a physics professor at a 1960s university, but his life is coming apart at the seams. His wife (Sari Lennick) is leaving him, his jobless brother (Richard Kind) has moved in, and someone is trying to sabotage his chances for tenure. Larry seeks advice from three different rabbis, but whether anyone can help him overcome his many afflictions remains to be seen.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,52438522,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_f3e1824f-5d2a-47aa-aba0-c234cfe9f868.jpg?v=1788280581,1,A Serious Man (DVD) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,format word embedded in title
shoot-em-up-dvd,Shoot 'Em Up (DVD),"<p>After saving a newborn infant from assassins, carrot-crunching gunman Mr. Smith (Clive Owen) teams up with a prostitute named DQ (Monica Bellucci) to protect the baby from further attacks. With hit man Hertz (Paul Giamatti) hot on their trail, Smith and DQ uncover a dying senator's plot to harvest bone marrow from babies just like the one in their arms.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,52372986,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/images_4fc34e99-f7e9-45d3-805c-01d532666123.jpg?v=1788280654,1,Shoot 'Em Up (DVD) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,format word embedded in title
dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb-special-edition,Dr. Strangelove Or: How I Learned To Stop Worrying And Love The Bomb (Special Edition),"<p>After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop it.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDDRS-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253061267.jpg?v=1788286192,1,191-DVDDRS-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,unusually long title
tom-hanks-comedy-collection-the-money-pit-the-burbs-dragnet,"Tom Hanks Comedy Collection (The Money Pit, The 'Burbs, Dragnet)","<p>This collection gathers three comedies starring Tom Hanks: The Money Pit (1986), about a couple who buy a nightmare fixer-upper house; The 'Burbs (1989), about a suburbanite convinced his new neighbors are murderers; and Dragnet (1987), a comedic take on the classic police drama.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTOM-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252667777_67c3a8a6-3f92-4cb5-af22-f96801376d88.jpg?v=1788286185,1,191-DVDTOM-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
the-lord-of-the-rings-the-fellowship-of-the-ring-fullscreen,The Lord of the Rings: The Fellowship of the Ring (Fullscreen),"<p>Experience the beginning of an epic cinematic journey in this classic fullscreen edition, perfect for viewers who prefer a traditional aspect ratio on older television screens. This physical media copy allows you to enjoy the immersive world of Middle-earth and its legendary characters without the need for a streaming subscription. It is an essential addition for any fantasy fan looking to complete their home movie library with an iconic adventure.</p>",DVD,Media > Videos,,"DVD, Fantasy, Formatted, Issue_Rental_Or_Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTHL-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251984515_7ea4898a-0ebf-4629-be6d-a073288961b1.jpg?v=1788286149,1,191-DVDTHL-001A,false,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,,lb,,,active,unusually long title
pixar-short-films-collection-volume-1,Pixar Short Films Collection Volume 1,"<p>Experience these masterpieces of storytelling from the creative minds that brought you Toy Story, Monsters, Inc., Finding Nemo and many more. With revolutionary animation, unforgettable music and characters you love, these dazzling short films have changed the face of animation and entertainment and are sure to delight people of all ages for years to come.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDPIX-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251443735.jpg?v=1788286144,1,191-DVDPIX-001A,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
a-time-to-kill-the-pelican-brief-the-client,A Time to Kill / The Pelican Brief / The Client,"<p>This collection gathers three legal thrillers based on John Grisham novels: A Time to Kill (1996), The Pelican Brief (1993), and The Client (1994).</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRATI-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251446520.jpg?v=1788286141,1,191-BLRATI-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
body-of-lies-edge-of-darkness-pride-and-glory,Body of Lies / Edge of Darkness / Pride and Glory,"<p>This collection gathers three action thrillers: Body of Lies (2008), starring Leonardo DiCaprio and Russell Crowe in a CIA operation against a terrorist network; Edge of Darkness (2010), starring Mel Gibson as a detective investigating his daughter's murder; and Pride and Glory (2008), starring Edward Norton and Colin Farrell as police officers caught in a corruption scandal.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBOD-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250756123.jpg?v=1788286123,1,191-BLRBOD-001A,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
cobra-verde-dvd,Cobra Verde (DVD),<p>This cinematic masterpiece follows an impoverished rancher who travels to West Africa and becomes a powerful slave trader in a haunting tale of madness and ambition. This physical media edition offers a high-quality viewing experience of the visually stunning collaboration between a legendary director and his volatile lead actor. It is an essential addition for collectors who appreciate intense historical dramas and the peak of international arthouse cinema.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDCOB-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250607257_ccda503f-8403-4ad5-8df0-c124be20314c.jpg?v=1788286115,1,191-DVDCOB-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,format word embedded in title
federico-fellinis-8-1-2,Federico Fellini's 8 1/2,"<p>Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDFED-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250366075_9e219b58-d9a3-4792-b034-a1af7df3b779.jpg?v=1788444196,1,191-DVDFED-001A,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
fahrenheit-9-11,Fahrenheit 9/11,<p>Michael Moore's view on how the Bush administration allegedly used the tragic events on 9/11 to push forward its agenda for unjust wars in Afghanistan and Iraq.</p>,DVD,Media > Videos,,"Documentary, DVD, Formatted, Rental",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDFAH-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249818065.jpg?v=1788286073,1,191-DVDFAH-001A,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
who-is-harry-kellerman-and-why-is-he-saying-those-terrible-things-about-me,Who is Harry Kellerman and why is he saying those terrible things about me?,"<p>Hugely successful but impossibly neurotic songwriter Georgie Soloway is sliding into a mid-life crisis. He believes that all of his past romantic relationships have been destroyed not by his own failings but by the interference of the mysterious Harry Kellerman. Family, friends, and his psychiatrist cannot give him the help he seeks. When his father is diagnosed with a terminal illness, Georgie begins spending more and more time flying his personal aircraft, distancing himself physically, emotionally, and mentally from the real world.</p>",VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSWHE-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781906603087_7731260b-f5d4-4883-914f-ae6e84308a70.jpg?v=1788285256,1,191-VHSWHE-001A,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,unusually long title
