Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no Rental or Floor Sale tag — cannot tell which this is,drive-me-crazy,Drive Me Crazy,"<p>This classic physical media release brings a nostalgic nineties teen rom-com experience to your home collection in its original analog format. The vintage slipcase features iconic artwork, making it a perfect addition for enthusiasts of retro cinema and collectors of magnetic tape memorabilia. Enjoy the distinct aesthetic and warm playback quality that only this era of home entertainment can provide.</p>",VHS,Media > Videos,,"Comedy, Formatted, Issue, Rental-or-Sale, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,191-VHSDRI-50-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/qq2jbAOw5yWTaSPJIRHxvTf0bND.jpg?v=1788103171,1,Drive Me Crazy (1999) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,draft
Floor Sale with no price,earth-girls-are-easy,Earth Girls Are Easy,<p>This rare cult classic musical comedy arrives in a vintage physical format perfect for collectors of retro eighties cinema. The vibrant cover art and nostalgic feel make it an essential addition for fans of quirky sci-fi and campy performances. This pre-owned edition offers a unique opportunity to own a piece of home video history from a celebrated era of pop culture.</p>,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, Issue, Price needed, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKRTH-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781906857648_de675ac9-d499-4505-8f23-48760ca2894e.jpg?v=1788103081,1,191-UNKRTH-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
"still_issue: no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS)",easyriders-video-magazine-12-vhs-floor-sale-special-interest,Easyriders Video Magazine #12,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,21.00,,true,true,,,,,39717370,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
"still_issue: no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS)",easyriders-video-magazine-15-vhs-floor-sale-special-interest,Easyriders Video Magazine #15,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,21.00,,true,true,,,,,71059450,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,fear,Fear,"<p>This graphic t-shirt features a bold and haunting design printed on high-quality, comfortable fabric. Its striking visual elements and modern fit make it an ideal choice for enthusiasts of alternative style or statement streetwear. The versatile color palette ensures it pairs effortlessly with denim or layered looks for any casual occasion.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDFER-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782251757325.jpg?v=1788103142,1,191-DVDFER-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,for-the-boys-dvd-rental-musical,For the Boys,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue, Musical, Rental-or-Sale",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,86698490,,,,false,,,,,,,musical; comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,gamer-2-disc-special-edition-w-digital-copy,Gamer (2-Disc Special Edition w Digital Copy),<p>This two disc special edition features the complete high definition presentation and a standalone digital copy for viewing on multiple devices. The set includes a variety of behind the scenes documentaries and bonus footage that offer an immersive look into the film's production and visual effects. It is a perfect addition for collectors seeking the highest quality playback along with versatile portability for their media library.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Issue, Rental-or-Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGAM-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781285568538_3ced0d21-d952-4e00-b2d9-670e049ef1a5.jpg?v=1788103177,1,191-BLRGAM-50-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
"still_issue: no usable genre (Option1 Value 'Default Title', tags DVD, Formatted, Genre needed, Issue, Rental, Special Interest)",gaumont-treasures-vol-2-dvd-rental-special-interest,Gaumont Treasures | Vol. 2,,DVD,Media > Videos,,"DVD, Formatted, Genre needed, Issue, Rental, Special Interest",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20165370,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,gladiator,Gladiator,<p>Experience an epic tale of courage and vengeance with this premium physical media release featuring high-definition picture quality and immersive audio. This signature collection includes comprehensive behind-the-scenes documentaries and director commentary that provide a deep dive into the creation of this cinematic masterpiece. It is a essential addition for film enthusiasts looking to own a definitive version of this award-winning historical drama.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDGLA-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252721677_678ff8fa-d6dc-45da-ae7b-dbe0246c82cf.jpg?v=1788103130,1,191-DVDGLA-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags DVD, Formatted, Genre needed, Issue, Music, Rental)",good-charlotte-dvd-rental-music,Good Charlotte,,DVD,Media > Videos,,"DVD, Formatted, Genre needed, Issue, Music, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,72118010,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags DVD, Formatted, Genre needed, Issue, Rental)",goodfellas-1,GoodFellas,"<p>The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.</p>",DVD,Media > Videos,,"DVD, Formatted, Genre needed, Issue, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,33424378,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg?v=1788103197,1,GoodFellas (1990) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",havana-vhs-floor-sale,Havana,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,51226874,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,hercules-extended-cut,Hercules Extended Cut,"<p>Experience the action in stunning high definition with this multi-disc set featuring both the theatrical and extended versions of the epic adventure. This collection includes disc formats for your home theater and a digital code for viewing on the go, along with exclusive behind-the-scenes bonus content. It is the perfect addition for fans of historical fantasy and large-scale cinematic battles.</p>",Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Issue, Rental-or-Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRHER-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781285916062.jpg?v=1788103176,1,191-BLRHER-50-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,hey-arnold-the-movie,Hey Arnold! The Movie,"<p>Release Year: 2002<br>
Director: Tuck Tucker<br>
Classic hand-drawn animation comes to life in this feature-length adventure where a group of neighborhood friends must work together to save their community from a greedy developer. This nostalgic piece of media is perfect for fans of nineties pop culture looking to complete their physical media collection. The story delivers heartwarming lessons on teamwork and urban preservation that remain relevant for viewers of all ages.</p>",VHS,Media > Videos,,"Formatted, Issue, Kids & Family, Rental-or-Sale, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,191-NICHEY-N-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1779986144365.jpg?v=1788103181,1,Hey Arnold! The Movie poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),hype,Hype!,,Unknown,Media > Videos,,"Documentary, Floor Sale, Formatted, Issue, Needs-Format",false,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,191-UNKHYP-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781876780226.jpg?v=1788103116,1,191-UNKHYP-001A,false,,,,,,,documentary,,,,,,,,,,,,lb,,,draft
no Rental or Floor Sale tag — cannot tell which this is,it-happened-on-5th-avenue,It Happened on 5th Avenue,"<p>This heartwarming holiday comedy follows a group of unlikely squatters who find shelter in a boarded-up luxury mansion while the owners are away for the winter. The classic black-and-white film offers a charming blend of mid-century wit and a timeless message about the true meaning of generosity and family. Captured in high definition, this home media release is an essential addition for fans of vintage cinema and traditional Christmas storytelling.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDITH-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781403752316.jpg?v=1788103174,1,191-DVDITH-50-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,its-pat-the-movie-1,Its Pat...The Movie,"<p>This cult classic comedy follows the misadventures of an androgynous main character in a vintage physical media format that includes the original full-screen presentation. It is a nostalgic addition to any retro film collection, featuring the distinctive 1990s cover art and the tactile experience of a classic home video release. This collectible tape is perfect for fans of Saturday Night Live history and enthusiasts of mid-90s cinematic nostalgia.</p>",VHS,Media > Videos,,"Comedy, Formatted, Issue, Rental-or-Sale, VHS",false,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,191-VHSTSP-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/tydslMVgc6DpEvwYT0MWW9byL1a.jpg?v=1788103172,1,Its Pat...The Movie (1994) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,draft
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Ivory Hunters, VHS)",ivory-hunters-vhs-floor-sale-ivory-hunters,Ivory Hunters,<p>An author discovers that his missing research assistant's disappearance may be related to illegal trade in ivory tusks. He's then asked by the local inspector to help him find the poachers.</p>,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Ivory Hunters, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,28437498,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/9qAv8kk0B8rfL5sOYPuQLZHFaiy.jpg?v=1788103190,1,Ivory Hunters (1990) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,jumanji-welcome-to-the-jungle,Jumanji: Welcome to the Jungle,<p>Experience the thrill of a high-stakes jungle adventure with this action-packed addition to your family movie collection. This physical copy allows you to revisit every comedic moment and stunning visual sequence in high definition from the comfort of your home. It includes a variety of special featurettes that take you behind the scenes for an immersive look at the making of this modern blockbuster hit.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue, Kids & Family, Rental-or-Sale",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRJUM-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250529029_490a811c-fd75-4ff3-9c84-8c8d4569c41d.jpg?v=1788103163,1,191-BLRJUM-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,kill-bill-volume-2,Kill Bill Volume 2,"<p>This high-definition Blu-ray edition brings the thrilling conclusion of the legendary revenge saga to life with stunning visual clarity and immersive audio. Collectors will appreciate the inclusion of exclusive bonus features, including deleted scenes and a behind-the-scenes look at the making of this cinematic masterpiece. It is an essential addition for any film enthusiast looking to complete their library of iconic action cinema.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDKIL-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250664774.jpg?v=1788103154,1,191-DVDKIL-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,la-strada,LA STRADA,"<p>This definitive high-definition digital restoration captures a cinematic masterpiece with stunning visual clarity and uncompressed monaural sound. The release includes scholarly audio commentary, a feature-length documentary on the director, and an insightful visual essay that explores the film's profound poetic legacy. It is an essential addition for collectors seeking a deeper understanding of one of Italian cinema's most heart-wrenching and enduring stories.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-THCFED-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250787839_04ae52f6-7995-4e15-88e9-aad9a1f38afd.jpg?v=1788103157,1,191-THCFED-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,legend-of-zorro,Legend of Zorro,<p>This widescreen special edition features the high-stakes journey of a legendary masked hero and includes exclusive behind-the-scenes footage and director commentary. It offers a premium cinematic viewing experience with enhanced digital mastering and dual-language audio tracks. This physical disc is a perfect addition for collectors who enjoy epic action sequences and classic adventure storytelling.</p>,DVD,Media > Videos,,"Action, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,88302842,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252996862.jpg?v=1788103126,1,191-DVDLEG-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,life-aquatic,Life Aquatic,<p>This special edition features a stunning high-definition digital restoration supervised by the director alongside a wealth of exclusive behind-the-scenes documentaries and interviews. Collectors will appreciate the inclusion of an original insert featuring artwork and production notes that deepen the viewing experience of this whimsical maritime adventure. It is an essential addition for any cinephile looking to own the definitive version of this quirky cult classic.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDLIF-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782251072291.jpg?v=1788103151,1,191-DVDLIF-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),love-and-monsters,Love and Monsters,<p>This captivating science fiction adventure follows a young man navigating a post-apocalyptic landscape overrun by overgrown creatures to reunite with his high school sweetheart. It masterfully blends heartfelt coming-of-age storytelling with impressive visual effects and thrilling monster encounters for a unique cinematic experience. The film is a must-watch for fans of imaginative world-building and charming survival stories.</p>,Unknown,Media > Videos,,"Action, Formatted, Issue, Needs-Format, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKLOV-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781404684172.jpg?v=1788103095,1,191-UNKLOV-50-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, VHS)",matilda,Matilda,<p>Experience a nostalgic journey with this classic family film preserved in its original home video format. The clamshell case protects a high-quality magnetic tape that brings the magical story of a gifted young girl and her extraordinary powers to life on any vintage player. This collectible piece is perfect for enthusiasts seeking the authentic warmth and analog charm of nineties cinema.</p>,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,3.00,,true,true,,,,,191-VHSMAT-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780179675733_9f161574-e46d-42ef-9780-58310c606803.jpg?v=1788103213,1,Matilda poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,matrix-reloaded,Matrix Reloaded,<p>Immerse yourself in a gripping cinematic experience with this iconic action film sequel known for its groundbreaking visual effects and high-stakes philosophy. This disc features intense martial arts choreography and breathtaking stunt sequences that defined a generation of science fiction. It is a must-have addition for collectors looking to complete their high-octane home theater library.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKTHM-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782253073373.jpg?v=1788103132,1,191-UNKTHM-001A,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,mccabe-mrs-miller,McCabe & Mrs. Miller,<p>A gambler and a prostitute become thriving business partners in a remote Old West mining town until a large corporation arrives on the scene.</p>,VHS,Media > Videos,,"Drama, Formatted, Issue, Rental-or-Sale, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,84365050,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/oR839yRsFAiQHwJ78hdKZYjEBg8.jpg?v=1788103168,1,McCabe & Mrs. Miller (1971) poster,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Little Movie Store' is not VHS/DVD/Blu-Ray/4K),meteor,Meteor,,Little Movie Store,Media > Videos,,"Floor Sale, Formatted, Issue, Needs-Format, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,02312954,,,,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS)",michael-jordans-playground-vhs-floor-sale-special-interest,Michael Jordan's Playground,"<p>This made-for-video production mixes highlights of Michael Jordan from the '80s with a fantasy storyline of a high school teen named Walt, who has been cut from his basketball team. Doubting his abilities, Walt gets some lessons from Michael Jordan himself, on the magical Playground known as Michael Jordan's Playground.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,06662394,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/1D8CPm7m5ZETY5IHF527yZCJ4D2.jpg?v=1788103188,1,Michael Jordan's Playground (1990) poster,false,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Blu-Ray, Formatted, Genre needed, Issue, Rental)",mr-brooks,Mr. Brooks,<p>This high-definition psychological thriller offers a gripping look into the dual life of a successful businessman with a deadly hidden addiction. The crisp picture quality and immersive audio enhance the intense atmosphere and suspenseful performances of the star-studded cast. It is a sophisticated addition to any collection for those who enjoy complex character studies and edge-of-your-seat drama.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Genre needed, Issue, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRMRB-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781750734534.jpg?v=1788103208,1,191-BLRMRB-50-001A,false,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,murderers-row,Murderers' Row,<p>This vintage home video release offers a classic cinematic experience for collectors and fans of retro media. The physical tape format provides a nostalgic viewing aesthetic characterized by the unique visual texture and charm of analog technology. It is an essential addition for those seeking to complete a library of mid-century adventure and action films.</p>,VHS,Media > Videos,,"Comedy, Formatted, Issue, Rental-or-Sale, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSMUR-F-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780178305417_cb46bc50-daed-405a-832f-cf5cf03f892f.jpg?v=1788103178,1,Murderers' Row poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,napoleon-dynamite,Napoleon Dynamite,<p>Capture the iconic aesthetic of early 2000s indie cinema with this classic graphic tee featuring a high-contrast character portrait. The breathable cotton construction and relaxed fit provide everyday comfort for fans of quirky cult comedies. It serves as an instantly recognizable statement piece that brings a nostalgic touch to any casual wardrobe.</p>,DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDNAP-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250040873_9b9a7456-1516-46cc-8320-ea35ffc20266.jpg?v=1788103161,1,191-DVDNAP-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,national-treasure,National Treasure,<p>This high-stakes adventure follows a historian and treasure hunter on an action-packed quest to uncover hidden secrets embedded within America's past. The film features a blend of historical mystery and thrilling suspense that keeps viewers engaged from start to finish. It is a perfect addition to any family movie collection for those who enjoy clever puzzles and archaeological intrigue.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue, Kids & Family, Rental-or-Sale",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDNTN-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252170660.jpg?v=1788103133,1,191-DVDNTN-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,national-treasure-2-book-of-secrets,National Treasure 2: Book of Secrets,<p>Uncover a gripping adventure filled with historical puzzles and high-stakes action in this thrilling cinematic sequel. This physical disc features stunning visual quality and behind-the-scenes bonus content that makes it a must-have for any movie collection. It is the perfect choice for fans of mystery and hidden legacies looking for an engaging family movie night.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue, Kids & Family, Rental-or-Sale",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDNAT-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252096636.jpg?v=1788103135,1,191-DVDNAT-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,omen,Omen,"<p>This premium collector's set features a restoration of the influential supernatural horror masterpiece along with an extensive array of insightful bonus material and retrospective interviews. Housed in custom themed packaging, it offers the definitive viewing experience for cinema enthusiasts looking to delve deeper into the lore and production of this chilling classic.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Issue, Rental-or-Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDOME-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782253227916.jpg?v=1788103120,1,191-DVDOME-001A,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no media format (Vendor 'Unknown' is not VHS/DVD/Blu-Ray/4K),on-the-road,On the Road,<p>This fresh and spicy fragrance captures the essence of a spirited adventure with its unique blend of citrus and woody notes. It offers a sophisticated yet rugged aroma that is perfect for daily wear or special travels. The long-lasting scent profile ensures a memorable impression that feels both modern and timeless.</p>,Unknown,Media > Videos,,"Drama, Formatted, Issue, Needs-Format, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-UNKONT-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781287380649_a527df83-b0c3-4b3d-85dc-be71413e5dc7.jpg?v=1788103107,1,191-UNKONT-50-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,papas-delicate-condition,Papa's Delicate Condition,"<p>A jolly, family-oriented railroad superintendent tries to get his act together when his love for the bottle starts to alienate him from his wife and oldest daughter.  His younger daughter, however, still remains unflinchingly loyal to him, and they share many fun misadventures over the course of the movie.</p>",VHS,Media > Videos,,"Comedy, Formatted, Issue, Rental-or-Sale, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,47803898,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/rSnZkNJXmftJi6uxD8TyumHzbcu.jpg?v=1788103167,1,Papa's Delicate Condition (1963) poster,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,paradise-now-bluray-drama,Paradise Now,,Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Issue, Rental-or-Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,19620346,,,,false,,,,,,,thriller; drama,,,,,,,,,,,,lb,,,active
"still_issue: no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS)",philadelphia-sports-follies-vhs,Philadelphia Sports Follies,,VHS,Media > Videos,,"Floor Sale, Formatted, Genre needed, Issue, Special Interest, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,19.00,,true,true,,,,,87029498,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
