Source Batch,Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre)
out-product_export_3,3-movie-collection-think-like-a-man-think-like-a-man-too-about-last-night-dvd-rental-romantic-comedy,"3 Movie Collection: Think Like a Man, Think Like a Man Too, About Last Night",,DVD,Media > Videos,"Rental, DVD, Romantic Comedy, Formatted",Genre,Romantic Comedy,shopify,1,deny,manual,0,65283578,,,,romantic-comedy
out-product_export_3,jane-austins-book-club-dvd-rental-romantic-comedy,Jane Austins Book Club,,DVD,Media > Videos,"Rental, DVD, Romantic Comedy, Formatted",Genre,Romantic Comedy,shopify,1,deny,manual,0,65218042,,,,romantic-comedy
out-product_export_4,tupac-resurerection-dvd-5,Tupac Resurerection,,DVD,Media > Videos,"Floor Sale, DVD, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,5.00,27252986,,,,documentary
out-product_export_4,the-lord-of-the-rings-motion-picture-trilogy-dvd-11,The Lord of the Rings: Motion Picture Trilogy,<p>98</p>,DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,11.00,26695930,,,,fantasy
out-product_export_4,resevoir-dogs-dvd-6,Resevoir Dogs,<p>6</p>,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,26597626,,,,thriller
out-product_export_4,indiana-jones-the-complete-dvd-collection-dvd-11,Indiana Jones: The Complete DVD Collection,<p>11</p>,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,26237178,,,,action
out-product_export_4,triple-feature-billy-crystal-dvd-5,Triple Feature: Billy Crystal,<p>5</p>,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,25909498,,,,comedy
out-product_export_4,sam-elliott-i-will-fight-no-more-forever-dog-watch-dvd-rental-drama,Sam Elliott: I WIll Fight No More / Forever Dog Watch,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,31072250,,,,drama
out-product_export_4,night-of-the-living-dead-the-terror-dvd-rental-horror,Night of the Living Dead / The Terror,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,31006714,,,,horror
out-product_export_4,maintainence-dvd-rental-horror,Maintainence,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,30121978,,,,horror
out-product_export_4,mark-wahlberg-rockstar-perfect-storm-three-kings-corrupter-dvd-rental-action,"Mark Wahlberg: Rockstar, Perfect Storm, Three Kings, Corrupter",,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,29990906,,,,action
out-product_export_4,missing-in-action-triple-feature-dvd-rental-action,Missing in Action Triple Feature,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,29794298,,,,action
out-product_export_4,action-4-movie-series-contraband-savages-traffic-miami-vice-dvd-6,"Action 4-Movie Series: Contraband, Savages, Traffic, Miami Vice",,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,89743866,,,,action
out-product_export_4,laugh-out-loud-pineapple-express-the-interview-the-night-before-this-is-the-end-dvd-6,"Laugh Out Loud: Pineapple Express, The Interview, The Night Before, This is the End",<p>6</p>,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,89711098,,,,comedy
out-product_export_4,8-movie-monster-pack-dvd-5,8 Movie Monster Pack,<p>5</p>,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,5.00,89678330,,,,sci-fi
out-product_export_4,inviticus-dvd-rental-drama,Inviticus,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,67740666,,,,drama
out-product_export_4,double-feature-the-land-before-time-6-7-dvd-rental-kids-family,Double Feature: The Land Before Time 6&7,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,85748218,,,,kids-family
out-product_export_4,grindhouse-presents-planet-of-terror-dvd-rental-horror,Grindhouse Presents: Planet of Terror,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,01637626,,,,horror
out-product_export_4,a-fathers-choice-wrangler-dvd-rental-drama,"A Fathers Choice, Wrangler",,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,01047802,,,,drama
out-product_export_4,they-come-to-america-ii-dvd-rental-documentary,They Come to America II,<p>A documentary that measures the cost of providing amnesty to millions of illegal aliens.</p>,DVD,Media > Videos,"Rental, DVD, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,0,00654586,,,,documentary
out-product_export_4,barber-shop-2-back-in-business-dvd-rental-comedy,Barber Shop 2: Back in Business,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,83647994,,,,comedy
out-product_export_4,where-the-red-fern-grows-1-2-dvd-rental-kids-family,Where the Red Fern Grows 1&2,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,83484154,,,,kids-family
out-product_export_4,barclays-big-adventure-dvd-rental-kids-family,Barclay's Big Adventure,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,40066554,,,,kids-family
out-product_export_4,shanghai-nights-dvd-rental-comedy,Shanghai Nights,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,23454202,,,,comedy
out-product_export_4,2-films-deadly-drifter-blood-tide-dvd-rental-horror,"2 Films: Deadly Drifter, Blood Tide",,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,19980794,,,,horror
out-product_export_4,the-phildelphia-experiment-bluray-rental-sci-fi,The Phildelphia Experiment,,Blu-Ray,Media > Videos,"Rental, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,0,19489274,,,,sci-fi
out-product_export_4,double-feature-moonligt-sword-and-jade-lion-the-boody-fists-dvd-rental-action,"Double Feature: Moonligt Sword and Jade Lion, The Boody Fists",,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,08275706,,,,action
out-product_export_4,stonehenge-apolcalypse-dvd-rental-action,Stonehenge Apolcalypse,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,07554810,,,,action
out-product_export_4,half-castle-dvd-rental-horror,Half-Castle,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,01394426,,,,horror
out-product_export_4,duece-bigalo-male-gigolo-dvd-rental-comedy,Duece Bigalo Male Gigolo,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,76884986,,,,comedy
out-product_export_4,big-wish-movie-the-care-bears-dvd-rental-kids-family,Big Wish Movie: The Care Bears,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,06516218,,,,kids-family
out-product_export_4,high-school-musical-encore-edition-dvd-rental-kids-family,High School Musical Encore Edition,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,04484602,,,,kids-family
out-product_export_4,family-adventure-white-fang-the-adventures-of-black-stallion-forbidden-territory-lassie-dvd-rental-kids-family,Family Adventure: White Fang / The Adventures of Black Stallion / Forbidden Territory / Lassie,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,03763706,,,,kids-family
out-product_export_4,double-feature-despicable-me-despicable-me-2-dvd-rental-kids-family,Double Feature: Despicable Me / Despicable Me 2,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,03075578,,,,kids-family
out-product_export_4,double-feature-hook-the-indian-in-the-cupboard-dvd-rental-kids-family,Double Feature: Hook / The Indian in the Cupboard,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,01732090,,,,kids-family
out-product_export_4,dangerous-lives-of-alter-boys-vhs-8,Dangerous Lives of Alter Boys,<p>8</p>,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,60882426,,,,drama
out-product_export_4,the-beautitian-and-the-beast-vhs-rental-kids-family,The Beautitian and the Beast,,VHS,Media > Videos,"Rental, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,36634106,,,,kids-family
out-product_export_4,double-feature-the-last-castle-the-peacemaker-dvd-rental-thriller,"Double Feature: The Last Castle, The Peacemaker",,DVD,Media > Videos,"Rental, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,0,42732026,,,,thriller
out-product_export_5,against-the-ropes-contrecoups-dvd-rental-drama,Against the Ropes: Contrecoups,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,98711802,,,,drama
out-product_export_5,x-men-revealed-dvd-rental-action,X-Men Revealed,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,44694266,,,,action
out-product_export_5,the-road-warrior-dvd-rental-sci-fi,The Road Warrior,"<p>Two boxers, from opposing worlds become unlikely friends on their journey to becoming World Champions. The only thing standing in their way is each other.</p>",DVD,Media > Videos,"Rental, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,0,07126010,,,,sci-fi
out-product_export_5,the-shadow-collection-8-movies-dvd-rental-horror,The Shadow Collection: 8 Movies,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,06929402,,,,horror
out-product_export_5,water-for-elehants-dvd-rental-drama,Water for Elehants,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,06831098,,,,drama
out-product_export_5,the-oija-experiment-dvd-rental-horror,The Oija Experiment,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,05585914,,,,horror
out-product_export_5,the-box-trolls-dvd-rental-kids-family,The Box Trolls,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,97068282,,,,kids-family
out-product_export_5,double-feature-missing-in-action-2-missing-in-action-iii-dvd-rental-action,"Double Feature: Missing in Action 2, Missing in Action III",,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,42052858,,,,action
out-product_export_5,double-feature-romeo-must-die-cradle-2-the-grave-dvd-rental-action,"Double Feature: Romeo Must Die, Cradle 2 the Grave",,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,41921786,,,,action
out-product_export_5,shouthpaw-dvd-rental-drama,Shouthpaw,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,79760890,,,,drama
out-product_export_5,double-feature-stand-and-deliver-lean-on-me-dvd-rental-drama,"Double Feature: Stand and Deliver, Lean on Me",,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,79498746,,,,drama
out-product_export_5,double-feature-state-property-state-pen-dvd-rental-drama,"Double Feature: State Property, State Property 2",,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,79367674,,,,drama
out-product_export_5,fifty-shades-of-gray-dvd-rental-drama,Fifty Shades of Gray,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,79334906,,,,drama
out-product_export_5,4-films-in-1-paris-je-taime-the-truth-about-love-my-date-with-drew-jack-jill-vs-the-world-dvd-rental-romantic-comedy,"4 Films in 1: Paris, Je T'aime / The Truth About Love / My Date with Drew / Jack & Jill VS The World",,DVD,Media > Videos,"Rental, DVD, Romantic Comedy, Formatted",Genre,Romantic Comedy,shopify,1,deny,manual,0,62852602,,,,romantic-comedy
out-product_export_5,double-feature-terminator3-terminator-salvation-dvd-rental-sci-fi,"Double Feature: Terminator:3, Terminator Salvation",,DVD,Media > Videos,"Rental, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,0,72380154,,,,sci-fi
out-product_export_5,max-magician-and-the-legen-of-the-ring-dvd-rental-fantasy,Max Magician and the Legen of the Ring,,DVD,Media > Videos,"Rental, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,0,72249082,,,,fantasy
out-product_export_5,hitari-dvd-rental-action,Hitari,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,71659258,,,,action
out-product_export_5,john-wick-chapter-3-parebellum-dvd-rental-action,John Wick Chapter 3: Parebellum,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,71560954,,,,action
out-product_export_5,american-pie-presends-the-book-of-love-dvd-rental-comedy,American Pie Presends: The Book of Love,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,91181050,,,,comedy
out-product_export_5,double-feature-spy-the-heat-dvd-rental-comedy,Double Feature: Spy / The Heat,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,91017210,,,,comedy
out-product_export_5,the-godfather-collection-dvd-rental-drama,The Godfather Collection,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,83892986,,,,drama
out-product_export_5,the-bourne-trilogy-dvd-rental-action,The Bourne Trilogy,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,83696378,,,,action
out-product_export_5,star-wars-trilogy-iv-v-vi-dvd-rental-sci-fi,"Star Wars Trilogy: IV, V, VI",,DVD,Media > Videos,"Rental, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,0,83335930,,,,sci-fi
out-product_export_5,star-wars-trilogy-bonus-meterial-dvd-floor-sale-documentary,Star Wars Trilogy: Bonus Meterial,,DVD,Media > Videos,"Floor Sale, DVD, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,3.00,44156922,,,,documentary
out-product_export_5,resident-evil-4-movie-collection-dvd-floor-sale-horror,Resident Evil: 4 Movie Collection,,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,6.00,50686714,,,,horror
out-product_export_5,bad-lieutentant-port-of-call-new-orleans-dvd-floor-sale-action,Bad Lieutentant: Port of Call New Orleans,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,49867514,,,,action
out-product_export_5,jurassic-park-the-lost-world-collectors-dvd-floor-sale-action,Jurassic Park: The Lost World (collectors),,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,21285882,,,,action
out-product_export_5,helloboy-ii-the-golden-army-dvd-floor-sale-action,Helloboy II: The Golden Army,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,20990970,,,,action
out-product_export_5,sereal-mom-dvd-floor-sale-comedy,Sereal Mom,,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,10.00,89139706,,,,comedy
out-product_export_5,stir-of-echos-dvd-6,Stir of Echos,<p>6</p>,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,6.00,85593082,,,,horror
out-product_export_5,the-13th-warror-dvd-5,The 13th Warror,<p>5</p>,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,84708346,,,,action
out-product_export_5,fast-furious-9-movie-collection-dvd-11,Fast & Furious 9 Movie Collection,<p>11</p>,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,84282362,,,,action
out-product_export_5,gremlins-special-ed-dvd-floor-sale-comedy,Gremlins (Special Ed.),,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,22146298,,,,comedy
out-product_export_5,sharks-flipper-lopaka-dvd-floor-sale-kids-family,Sharks Flipper & Lopaka,,DVD,Media > Videos,"Floor Sale, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,4.00,21687546,,,,kids-family
out-product_export_5,the-others-collectors-ed-dvd-7,The Others (collectors ed.),<p>7</p>,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,7.00,59952634,,,,horror
out-product_export_5,caged-in-triple-feature-dvd-rental-action,Cage'd In: Triple Feature,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,19763194,,,,action
out-product_export_5,alvin-and-the-chipmunks-chip-wrecked-dvd-rental-kids-family,Alvin and the Chipmunks: Chip Wrecked,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,19468282,,,,kids-family
out-product_export_5,warner-bros-animation-collection-dvd-rental-kids-family,Warner Bros. Animation Collection,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,19271674,,,,kids-family
out-product_export_5,the-midnight-horror-collection-dvd-rental-horror,The Midnight Horror Collection,"<p>Eight horror films featuring stories of evil curses, blood-thirsty vampires and killer legends.</p>",DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,17240058,,,,horror
out-product_export_5,my-bloody-valentine-april-fools-day-dvd-rental-horror,"My Bloody Valentine, April Fool's Day",,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,17207290,,,,horror
out-product_export_6,youre-in-the-superbowl-charlie-brown-vhs-rental-kids-family,You're in the Superbowl Charlie Brown,,VHS,Media > Videos,"Rental, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,18207226,,,,kids-family
out-product_export_6,the-little-mermaid-banned-cover-art-vhs-12,The Little Mermaid (banned cover art),,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,12.00,14930426,,,,kids-family
out-product_export_6,james-stewart-mode-for-each-other-pot-o-gold-vhs-rental-drama,"James Stewart | Mode for Each Other, Pot O' Gold",,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,11129338,,,,drama
out-product_export_6,the-cat-in-the-hat-sing-along-vhs-rental-kids-family,The Cat In The Hat Sing-Along,,VHS,Media > Videos,"Rental, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,10703354,,,,kids-family
out-product_export_6,miami-vice-ii-vhs-rental-action,Miami Vice II,,VHS,Media > Videos,"Rental, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,10342906,,,,action
out-product_export_6,disaster-double-feature-stormageddon-impact-event-dvd-rental-action,"Disaster Double Feature | Stormageddon, Impact Event",,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,96088826,,,,action
out-product_export_6,bone-hill-road-dvd-rental-horror,Bone Hill Road,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,96056058,,,,horror
out-product_export_6,dracula-sucks-dvd-rental-horror,Dracula Sucks,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,20624122,,,,horror
out-product_export_6,fw-murnaus-nosferatu-dvd-rental-horror,FW Murnau's Nosferatu,,DVD,Media > Videos,"Rental, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,0,20591354,,,,horror
out-product_export_6,a-grand-collection-of-swaordsman-ii-dvd-rental-action,A Grand Collection of Swaordsman II,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,20525818,,,,action
out-product_export_6,kino-film-noir-dvd-rental-thriller,KINO Film Noir,,DVD,Media > Videos,"Rental, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,0,20263674,,,,thriller
out-product_export_6,black-society-trilogy-dvd-rental-action,Black Society Trilogy,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,20198138,,,,action
out-product_export_6,horror-classics-nightmare-castle-dr-jeckyll-mr-hyde-vhs-floor-sale-horror,"Horror Classics: Nightmare Castle, Dr. Jeckyll & Mr. Hyde",,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,10.00,06520314,,,,horror
out-product_export_6,life-with-judy-garland-me-my-shadows-vhs-rental-drama,Life With Judy Garland: Me & My Shadows,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,95543034,,,,drama
out-product_export_6,gone-with-the-wind-box-set-vhs-floor-sale-drama,Gone With The Wind: Box Set,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,95248122,,,,drama
out-product_export_6,toy-story-10th-anniversary-edition-dvd-rental-kids-family,Toy Story | 10th Anniversary Edition,,DVD,Media > Videos,"Rental, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,86630138,,,,kids-family
out-product_export_6,paul-mccartney-back-in-the-us-concert-film-dvd-rental-musical,Paul McCartney | Back in the US Concert Film,,DVD,Media > Videos,"Rental, DVD, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,0,42163962,,,,musical
out-product_export_6,john-mayer-any-give-thursday-dvd-rental-musical,John Mayer | Any Give Thursday,,DVD,Media > Videos,"Rental, DVD, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,0,42131194,,,,musical
out-product_export_6,incubus-volume-2-dvd-rental-musical,Incubus | Volume 2,,DVD,Media > Videos,"Rental, DVD, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,0,42032890,,,,musical
out-product_export_6,faerie-tale-theater-puss-in-boots-vhs-rental-kids-family,Faerie Tale Theater: Puss in Boots,,VHS,Media > Videos,"Rental, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,0,38002426,,,,kids-family
out-product_export_6,under-the-hulu-moon-vhs-rental-comedy,Under The Hulu Moon,,VHS,Media > Videos,"Rental, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,74778106,,,,comedy
out-product_export_6,perpetraitors-of-the-crime-vhs-rental-action,Perpetraitors of the Crime,,VHS,Media > Videos,"Rental, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,72582650,,,,action
out-product_export_6,when-the-whales-come-vhs-rental-drama,When The Whales Come,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,71894522,,,,drama
out-product_export_6,the-things-called-love-vhs-rental-drama,The Things Called Love,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,09529082,,,,drama
out-product_export_6,pirates-of-sillicon-valley-vhs-rental-drama,Pirates of Sillicon Valley,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,08808186,,,,drama
out-product_export_6,mistrals-daughter-vhs-floor-sale-drama,Mistral's Daughter,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,51095802,,,,drama
out-product_export_6,portaits-of-a-killer-vhs-floor-sale-thriller,Portaits of a Killer,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,49948922,,,,thriller
out-product_export_6,jo-versus-the-volcano-vhs-floor-sale-comedy,Jo Versus the Volcano,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,12.00,49817850,,,,comedy
out-product_export_6,goliath-awaits-vhs-floor-sale-sci-fi,Goliath Awaits,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,10.00,49752314,,,,sci-fi
out-product_export_6,stealing-beauty-screener-vhs-floor-sale-drama,Stealing Beauty (screener),,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,15.00,49719546,,,,drama
out-product_export_6,pico-de-gallo-vhs-floor-sale-comedy,Pico de Gallo,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,49588474,,,,comedy
out-product_export_6,naked-gun-33-1-2-the-final-insult-vhs-floor-sale-comedy,Naked Gun 33 1/2: The Final Insult,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,49555706,,,,comedy
out-product_export_6,courage-and-fire-vhs-floor-sale-drama,Courage and Fire,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,98273786,,,,drama
out-product_export_6,peter-sellers-is-the-bobo-vhs-floor-sale-comedy,"Peter Sellers is ""The Bobo""",,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,78907898,,,,comedy
out-product_export_6,stephen-kings-nightshift-collection-vhs-floor-sale-horror,Stephen King's Nightshift Collection,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,14.00,39225850,,,,horror
out-product_export_6,in-the-army-vhs-floor-sale-comedy,In the Army,"<p>While enjoying a glorious summer’s day at the beach, Pat and Patachon meet the beautiful Mona, whom they both fall in love with. However, they’re soon given something else to think about when they’re drafted into the armed forces and sent to a cantonment. The two friends struggle to find their place among the other soldiers, and they get into all sorts of escapades. One day, fate lends a helping hand when the company take up residence on a farm in North Zealand, where the two friends discover, to their delight, that this is where Mona lives. (stumfilm.dk)</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,38308346,,,,comedy
out-product_export_6,gross-pointe-blank-vhs-floor-sale-comedy,Gross Pointe Blank,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,10.00,38111738,,,,comedy
out-product_export_6,the-interviews-with-nixon-david-frost-vi-vhs-floor-sale-documentary,The Interviews with Nixon David Frost VI,,VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,5.00,37980666,,,,documentary
